Documents	Fatality_Category	Fatcat_Index
Worker hit and injure by safety block.	falling or propelled object	7864
Worker injured in tank while performing abrasive blasting.	various	7865
Worker mild hit by load of trusses.	falling or propelled object	7866
Worker injure in fall from articulating boom.	fall from height	7868
Worker hit and injure by equipment.	crushed by machinery/moving objects	7869
Worker injure after being pulled into cable spool.	crushed by machinery/moving objects	7870
Worker mild hit between crane and steel post.	falling or propelled object	7871
Worker injured from exposure to ethylene glycol.	chemical exposure	7872
Worker mild hit between two semi trucks.	powered vehicle	7873
Worker mild hit by wrecker.	crushed by machinery/moving objects	7874
Worker shocked when ladder contacted power lines.	electrical hazard	7875
Worker hit and injure by front end loader while plowing snow.	powered vehicle	7876
Worker injure after falling into pulping machine.	crushed by machinery/moving objects	7877
Two workers hit and injure by beam that broke free of crane.	falling or propelled object	7878
Worker hit and injure by snow grooming machine.	crushed by machinery/moving objects	7879
Worker walked on the unbarricade or uncovered cut section of a roof decking and fell.	fall from height	788
Worker injure when articulating boom flipped.	crane/boom or similar	7880
Worker collecting trash hit and injure by motor vehicle.	powered vehicle	7881
Worker hit and injure by brake booster.	falling or propelled object	7882
Worker mild hit under forklift that fell off ramp.	crushed by forklift or similar	7883
Worker cutting pipe mild injured by saw.	fall from height	7884
Worker injure in fall from pallet on elevated forklift.	crushed by forklift or similar	7885
Worker installing mobile home injured when it fell on him.	falling or propelled object	7886
Worker mild hit by tailgate of dump truck.	powered vehicle	7887
Temporary worker hit and injure by baled Christmas tree.	falling or propelled object	7888
One worker injure and another hospitalized after a gas explosion.	fire/explosion	7889
Worker was on the roof cleaning out the gutters. He moved the aluminum ladder to relocate to another part of the roof and contacted a power line.	fall from height	789
Worker asphyxiated in cargo tank trailer.	chemical exposure	7890
Worker mild hit in plastic bottle molding machine.	crushed by machinery/moving objects	7891
One worker injure and two hospitalized after being hit by semi tractor trailer.	powered vehicle	7892
Worker hit and injure by unsecured load of lumber.	falling or propelled object	7893
Worker fatqally smelled by grain in elevator.	falling or propelled object	7894
Worker mild hit between aerial lift and steel support beam.	crane/boom or similar	7895
Worker was mild hit by concrete wall that collapsed during demolition.	falling or propelled object	7896
Worker mild crused hydraulic log arm.	crushed by machinery/moving objects	7897
Worker hit and injure by felled tree that slid down bank.	falling or propelled object	7898
Worker injure in fall through unguarded skylight.	fall from height	7899
Victim was removing sheetrock and metal studs. He was shocked by exposed wires.	fall from height	79
While responding to an emergency call worker hit the rear of a recycling truck that was stopped.	powered vehicle	790
Worker injure in fall on dock and into water.	falls, often at ground level	7900
Worker collapsed and injured after loading production water at oil well site.	various	7901
Worker injure in fall from ladder through window.	fall from height	7902
Worker injure when fork lift flipped.	crushed by forklift or similar	7903
Worker hit and injure by robotic machine.	crushed by machinery/moving objects	7904
One worker was injure and another injured when bucket truck contacted power lines.	electrical hazard	7905
Worker was mild hit by construction pipe.	falling or propelled object	7906
Worker mild hit by bundle of rebar.	falling or propelled object	7907
Worker asphyxiated while cleaning chemical tank trailer.	chemical exposure	7908
Worker injured after falling into water when scaffold collapsed.	various	7909
Worker mild injured while welding inside tank.	fire/explosion	7910
Worker injure after hit windshield of skid loader.	powered vehicle	7911
Worker hit and injure by piece of metal while trying to unjam forging hammer.	falling or propelled object	7912
Worker injured after ATV hit ditch.	powered vehicle	7913
Worker mild hit when gravel shaker flipped over.	powered vehicle	7914
Worker mild hit between tractor trailer and loading dock.	powered vehicle	7916
One worker injure and three severely injured in pipeline explosion.	fire/explosion	7917
Three workers hospitalized after suffering chemical burns.	fire/explosion	7918
Three workers hospitalized after hose ruptured during hot oil flushing of hydraulic system.	crushed by machinery/moving objects	7919
Worker was pulling frozen food boxes for customer orders while standing on a wooden pallet lifted up by a company forklift truck. The forklift operator lowered the forklift with worker still on pallet to approximately 10 feet above the concrete floor and began backing up. Operator heard something fall and found the worker lying face down on the concrete floor.	crushed by forklift or similar	792
Two workers injured while removing buoys from lake.	various	7920
Worker mild hit by equipment being loaded onto flatbed trailer.	crushed by machinery/moving objects	7921
Worker injure after being pulled into loading machine by conveyor belt.	crushed by machinery/moving objects	7922
Worker hit and injure by man basket.	crane/boom or similar	7923
Worker injure in fall from tanker.	fall from height	7924
Worker hit and injure by log that fell from forklift.	crushed by forklift or similar	7925
Worker injured in water channel.	various	7926
Worker in bucket truck shocked after contacting power lines.	electrical hazard	7927
Worker hit and injure by large tubing during unloading.	falling or propelled object	7928
Worker mild hit when truck jumped off automotive lift.	powered vehicle	7929
A naphtha hydrotreater located at the refinery released fuel which ignited. Initial count five workers injured two were critically injured. Update one of the critically injured has injured .	fire/explosion	793
Worker mild hit under allterrain spreader.	crushed by machinery/moving objects	7930
Worker hit and injure by skid.	powered vehicle	7931
One worker injure in fall and another hospitalized when scaffold collapsed.	fall from height	7932
Worker hit and injure by bulkhead tube.	falling or propelled object	7933
